pathway	pval	padj	log2err	ES	NES	size	leadingEdge
WP_OREXIN_RECEPTOR_PATHWAY	1.21350261208914e-07	3.59650879785545e-05	0.690132458796796	0.692494291690207	2.0816394317955	120	ID1 JUNB GADD45B CDKN1A KLF4 EGR1 FOSB NR4A1 MAFF CXCL2 FOS BHLHE40 GNA11 PRDM16 IL1B
REACTOME_G2_M_CHECKPOINTS	1.68641255260745e-07	4.57536697926652e-05	0.690132458796796	-0.635947775036066	-2.16281884274176	122	ORC1 DNA2 MCM4 WEE1 PSMD9 MCM7 PSMD14 PSMD1 PSMC2 RPA1 MCM3 PSMA3 RFC4 UBE2N MCM6 HERC2 PSMD11 PSMA2 PSMA5 PSMD2 RAD1 NBN WRN PSMB4 ORC3 MCM2 PSMC4 RFC3 CLSPN MCM10 MCM5 CDC45 PSMF1 PSMD8 BRCA1 BRIP1 HUS1 BRCC3 TP53BP1 RFC5 YWHAH BARD1 CDK1
REACTOME_DNA_REPLICATION	1.950551396934e-07	4.91399626927588e-05	0.690132458796796	-0.645185839317636	-2.19941971517946	123	ORC1 GINS2 DNA2 MCM4 PSMD9 MCM7 PSMD14 PRIM2 PSMD1 PCNA KPNA1 PSMC2 RPA1 MCM3 PSMA3 RFC4 MCM6 PSMD11 ANAPC7 PSMA2 FEN1 RBX1 PSMA5 PSMD2 CDC27 PSMB4 GMNN ANAPC4 ORC3 MCM2 PSMC4 RFC3 MCM10 MCM5 CDC45 PSMF1 PSMD8 CCNE1 ANAPC10 LIG1 SKP2
WP_GLUCOCORTICOID_RECEPTOR_PATHWAY	2.39614770319806e-07	5.6341419661197e-05	0.674962860011025	0.818531438613126	2.14711561470944	46	GADD45B BIRC3 PTGS2 JUN SCNN1A ARL5B TNFAIP3 RGS2 BHLHE40 SERTAD2 CDKN1C HSP90AA1
HALLMARK_APOPTOSIS	3.07735402048157e-07	6.02990423902138e-05	0.674962860011025	0.673761373454152	2.06084861148016	132	GADD45B CDKN1A IER3 BIRC3 JUN ATF3 RHOB CD69 SAT1 BTG2 CLU LMNA SOD2 TNFSF10 MCL1 MMP2 HSPB1 GADD45A IL1B IRF1 IFITM3 DNAJA1 RETSAT ADD1 TIMP3 TSPO
HALLMARK_HYPOXIA	3.06888382978344e-07	6.02990423902138e-05	0.674962860011025	0.664848397028765	2.049818191845	141	CDKN1A ZFP36 IER3 DUSP1 JUN ATF3 MAFF FOS TNFAIP3 PPP1R15A BHLHE40 CITED2 SLC2A3 NDRG1 AMPD3 PIM1 BTG1 TPST2 IRS2 CDKN1C DDIT4 LDHA GCNT2 WSB1 IDS MYH9 RRAGD S100A4 PNRC1
REACTOME_NGF_STIMULATED_TRANSCRIPTION	2.76928852394597e-07	6.02990423902138e-05	0.674962860011025	0.879909179319931	2.13475562304597	29	ID1 JUNB EGR1 FOSB FOSL1 FOS JUND ID2
WP_VITAMIN_D_RECEPTOR_PATHWAY	3.80714974650321e-07	7.06727218732464e-05	0.674962860011025	0.727795761280495	2.10235556671489	88	ID1 JUNB CDKN1A KLF4 MX2 TNFAIP3 CD9 PRKCQ LPGAT1 GADD45A
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING	8.47187624429513e-07	0.000149401537568145	0.659444398037935	0.663670767312384	2.03674654813794	136	JUNB HBB EGR1 DUSP1 PTGS2 JUN CXCL2 IFI6 FOS SELP PRKCQ TNFSF10 MX1 IL1B NLRP1 IRF3 BST2 IFI44L AKT1 IFITM3 DDIT4 JAK1 WDR74 IFITM1 IFIT1 VPS16 GABARAPL2 PTPN6 CFH EIF4EBP1 CD4
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	2.28867761362519e-06	0.000366916633784365	0.627256739718528	0.763581048501469	2.08849372714714	61	EGR1 IRF7 SOCS3 MX2 IFI6 RSAD2 XAF1 MX1 IRF1 IRF3 BST2 IFITM3 UBC TYK2 JAK1 IFITM1 IFIT1 PTPN6 IFITM2 HLA-C
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING	2.25295649053692e-06	0.000366916633784365	0.627256739718528	0.749310367207317	2.09112247205456	70	JUNB FOSB NR4A1 FOSL1 NR4A2 FOS NFKBIA PRKCQ GNA11 JUND CRHBP AKT1 GNAI2 HSP90AA1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	2.75721800867129e-06	0.00042281338767755	0.627256739718528	0.794064548036959	2.08293574290331	46	ID1 JUNB EGR1 FOSB FOSL1 FOS DUSP6 JUND ID2
REACTOME_CELL_CYCLE_CHECKPOINTS	3.0562936063253e-06	0.000431181901980373	0.627256739718528	-0.505351211765751	-1.88207020905597	236	CENPO ORC1 DNA2 MCM4 WEE1 PSMD9 MCM7 KNTC1 PSMD14 PSMD1 NUP98 PSMC2 RPA1 DYNC1I2 PPP2R5C MCM3 PSMA3 RFC4 UBE2N CENPH MCM6 HERC2 DYNC1LI1 PSMD11 ANAPC7 PSMA2 CENPU CENPK PSMA5 PSMD2 RCC2 CDC27 NUP37 NUP107 RAD1 NBN WRN PSMB4 ANAPC4 KIF2A ORC3 MCM2 PSMC4 RFC3 MDM2 CLSPN MCM10 MCM5 CLASP1 BUB1 CDC45 PSMF1 KIF18A PSMD8 CCNE1 ANAPC10 BRCA1 BRIP1 KIF2C CLASP2
WP_MEASLES_VIRUS_INFECTION	2.94289537329017e-06	0.000431181901980373	0.627256739718528	0.694769838021246	2.0352180984901	97	HSPA1B TLR7 IRF7 HSPA1A JUN FOS TNFAIP3 NFKBIA MX1 IL1B NFKBIB IRF3 TAB2 PIK3CD STAT3 TYK2 JAK1
REACTOME_INTERFERON_SIGNALING	5.2375603394102e-06	0.000710495204503838	0.610526878385931	0.580081567130978	1.88494884233523	223	HSPA1B EGR1 IRF7 SOCS3 HSPA1A MX2 IFI6 FAAP20 RSAD2 EIF4A3 XAF1 MX1 TUBB4B TUBA1A IRF1 IRF3 BST2 HLA-DQB1 KPNA4 IFITM3 STAT3 FLNB UBC TYK2 JAK1 EIF4G2 KPNA5 IFITM1 UBE2E1 IFIT1 UBA7 TRIM38 TUBA4A HLA-DPA1 PTPN6 IFITM2 HLA-C HLA-DQA1 CAMK2G PTAFR EIF4A2
s.genes	7.75000303550577e-06	0.00101238002615662	0.593325476396405	-0.773261707420052	-2.19551389290742	42	GINS2 MCM4 UHRF1 TYMS CDCA7 HELLS PCNA MCM6 FEN1 NASP GMNN WDR76 MSH2 MCM2 CLSPN MCM5 CDC45 DTL BRIP1 RAD51AP1 RAD51
PID_ATF2_PATHWAY	8.13826617180949e-06	0.00102513088528472	0.593325476396405	0.805895551624659	2.08270762284147	42	JUNB ACHE SOCS3 DUSP1 JUN ATF3 FOS MMP2 GADD45A JUND
HALLMARK_IL2_STAT5_SIGNALING	9.0511822777616e-06	0.00107787194265618	0.593325476396405	0.619867248584825	1.93567704716497	157	GADD45B TLR7 RHOB MAFF GALM SELP ARL4A BHLHE40 TNFSF10 NFKBIZ SLC2A3 CD83 NDRG1 DCPS PIM1 IFITM3 CDKN1C ITGA6 TWSG1 SOCS2 PRNP RRAGD CCND3
HALLMARK_UV_RESPONSE_UP	9.16817643314017e-06	0.00107787194265618	0.593325476396405	0.654346189349811	1.97613640408855	123	JUNB FOSB NR4A1 ATF3 RHOB CXCL2 FOS BTG2 NFKBIA DNAJB1 SOD2 GRINA EIF5 IRF1 BTG1 CDKN1C STIP1 DNAJA1 PDAP1 TUBA4A DGAT1
REACTOME_DNA_REPLICATION_PRE_INITIATION	9.88731672439687e-06	0.00108976769021712	0.593325476396405	-0.617430255359913	-2.033862762295	98	ORC1 MCM4 PSMD9 MCM7 PSMD14 PRIM2 PSMD1 KPNA1 PSMC2 RPA1 MCM3 PSMA3 MCM6 PSMD11 ANAPC7 PSMA2 PSMA5 PSMD2 CDC27 PSMB4 GMNN ANAPC4 ORC3 MCM2 PSMC4 MCM10 MCM5 CDC45 PSMF1 PSMD8 ANAPC10
REACTOME_DNA_STRAND_ELONGATION	9.88364406825664e-06	0.00108976769021712	0.593325476396405	-0.793993614965326	-2.14485322284972	32	GINS2 DNA2 MCM4 MCM7 PRIM2 PCNA RPA1 MCM3 RFC4 MCM6 FEN1 MCM2 RFC3 MCM5 CDC45 LIG1
PID_NFAT_TFPATHWAY	1.02699618871982e-05	0.00109764107806509	0.593325476396405	0.842796949130323	2.04471730552066	29	JUNB EGR1 FOSL1 PTGS2 JUN FOS PRKCQ
REACTOME_CELL_CYCLE_MITOTIC	1.54091387694363e-05	0.00159847154234712	0.575610261071129	-0.406775451557417	-1.62337861322686	466	CENPO ORC1 GINS2 DNA2 MCM4 WEE1 PSMD9 TYMS MCM7 NUP210 DHFR KNTC1 PSMD14 BTRC NME7 PRIM2 PSMD1 NUP98 PCNA PDS5B PSMC2 GORASP2 RAB2A MZT1 RPA1 DYNC1I2 PPP2R5C CDK6 UBE2I MCM3 CSNK2A1 PSMA3 RFC4 CENPH RBBP4 NUP93 MCM6 DYNC1LI1 PSMD11 ANAPC7 PSMA2 CHMP2B FEN1 CENPU RBX1 RAN CENPK PSMA5 TUBGCP5 PSMD2 RCC2 CDC27 CEP135 VRK1 NUP37 PLK4 NUP107 DCTN2 PSMB4 GMNN ANAPC4 KIF2A ORC3 CDK7 CDK11B TOP2A MCM2 PSMC4 RFC3 MCM10 MCM5 CLASP1 ABL1 ODF2 TUBA1B BUB1 CDC45 LBR PSMF1 EML4 KIF18A PSMD8 CCNE1 E2F2 SMC1A ANAPC10 PRKACA LIG1 SKP2 KIF2C CLASP2 SMC4 NUP54
HALLMARK_E2F_TARGETS	1.8537870825227e-05	0.00178629156003485	0.575610261071129	-0.505030775622327	-1.83750990310214	194	ASF1B MCM4 MLH1 WEE1 MCM7 CSE1L PRIM2 STMN1 HELLS PCNA PDS5B RPA1 RANBP1 TFRC MCM3 HMGB2 CTPS1 MCM6 DNMT1 RAN NASP DCK ING3 PLK4 NUP107 RAD1 NBN RAD51C EZH2 TACC3 MSH2 TOP2A TIMELESS MCM2 RFC3 MTHFD2 MCM5 LBR LUC7L3 CCNE1 MELK SNRPB EED PPP1R8 SMC1A BRCA1 LIG1 KIF2C PSMC3IP SMC4 DEK HUS1 RAD51AP1 MMS22L NUP205 SMC6 BARD1 CDK1 RRM2 SPC25 DLGAP5 RNASEH2A CDK4 CIT NME1 BUB1B HMMR NUP153 TBRG4 SRSF1 DONSON POLE DEPDC1 RPA2 SPAG5 TK1 TUBG1 RFC1 PPM1D CDC20 LYAR MYBL2 CBX5 TRIP13 WDR90 KIF4A ATAD2 NAA38 POLD2 UBE2T CENPE DIAPH3 CHEK1 ORC2
WP_APOPTOSIS_MODULATION_AND_SIGNALING	1.78895956958487e-05	0.00178629156003485	0.575610261071129	0.706510462307158	1.99653969116431	76	BIRC3 HSPA1A JUN FOS IL1R1 NFKBIA TNFSF10 CAPNS1 MCL1 MAP3K14 BCL2A1
WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS	1.87390949025488e-05	0.00178629156003485	0.575610261071129	0.955636785457153	1.89937379494883	9	PTGS2 JUN FOS NFKBIA
WP_GASTRIN_SIGNALING	2.02410404287365e-05	0.00187868814716194	0.575610261071129	0.691940446571781	2.00665210176268	90	CDKN1A KLF4 EGR1 BIRC3 PTGS2 JUN RHOB FOS NFKBIA PRKCQ AKT1 STAT3 LAMTOR3 BAD GRB2 EIF4EBP1 ELAVL1
REACTOME_SIGNALING_BY_NTRKS	2.5620126240192e-05	0.00231697910895275	0.575610261071129	0.656202473653934	1.92775134501959	100	ID1 JUNB EGR1 FOSB FOSL1 FOS DUSP6 JUND ID2 AP2A1 IRS2 STAT3 DUSP3 RALA
WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	2.79511550957926e-05	0.00245572857952683	0.575610261071129	0.79955016906023	2.05115189947372	40	JUNB CDKN1A JUN FOS TNFSF10 MCL1 MMP2 MAP2K7
WP_SMALL_CELL_LUNG_CANCER	2.85468873718741e-05	0.00245572857952683	0.575610261071129	0.700938155467766	1.98079281639071	76	GADD45B CDKN1A BIRC3 PTGS2 NFKBIA ZBTB17 GADD45A NFKBIB PIK3CD AKT1 CDKN1C ITGA6
WP_OSTEOARTHRITIC_CHONDROCYTE_HYPERTROPHY	2.9370293260874e-05	0.00246640534121673	0.575610261071129	0.831152671704846	2.05926159505861	33	JUNB FOSB FOSL1 JUN FOS JUND AKT1 STAT3
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	3.23840470826257e-05	0.00259587577410047	0.557332238758646	-0.621465705289602	-2.01711057224475	87	ORC1 MCM4 PSMD9 MCM7 PSMD14 PSMD1 PSMC2 MCM3 PSMA3 MCM6 PSMD11 ANAPC7 PSMA2 RBX1 PSMA5 PSMD2 CDC27 PSMB4 GMNN ANAPC4 ORC3 MCM2 PSMC4 MCM5 PSMF1 PSMD8 CCNE1 ANAPC10 SKP2
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR	3.170257998313e-05	0.00259587577410047	0.557332238758646	-0.651811089534605	-2.06645920214827	75	MLH1 FANCI PCNA RPA1 HERC2 FEN1 RAD1 NBN WRN MSH2 MCM2 MDM2 CLSPN CDC45 FANCD2 SMC1A BRCA1 BRIP1 HUS1 SMARCAL1 BRCC3 TP53BP1 RAD51 BARD1 CDK1 RFWD3 E2F1 PALB2 UPF1 XPA XRCC5 ATR IKBKG RPA2 RAD9A PPM1D
WP_NEURAL_CREST_DIFFERENTIATION	3.35683484186866e-05	0.00263101255272684	0.557332238758646	0.770363870905446	2.02603438082867	47	ID1 NOTCH4 RHOB MYB
WP_MACROPHAGESTIMULATING_PROTEIN_MSP_SIGNALING	3.65973003850027e-05	0.00280605822734575	0.557332238758646	0.699547781488636	1.95884886485322	71	EGR1 SOCS3 NR4A1 DUSP1 JUN CXCL2 FOS DUSP6 NDRG1 HSPB1 IL1B AKT1
PID_CD8_TCR_DOWNSTREAM_PATHWAY	3.93055888188565e-05	0.00294959173966185	0.557332238758646	0.793667966428697	2.01944632708391	38	JUNB EGR1 FOSL1 JUN FOS PRKCQ
HALLMARK_TGF_BETA_SIGNALING	4.02085225078454e-05	0.00295448872677439	0.557332238758646	0.75713487065417	2.00981891554742	50	ID1 JUNB PPP1R15A NCOR2 ID2 CDKN1C SKI KLF10
WP_PREIMPLANTATION_EMBRYO	4.16289248377486e-05	0.00299643301842325	0.557332238758646	0.833380689735696	1.98171687854045	26	ZFP36 KLF4 EGR1 FOSB ZFP36L2 GATA2
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	5.17278849419137e-05	0.00364888500380259	0.557332238758646	0.862245109869993	1.99311155861952	22	BIRC3 PTGS2 CXCL2 MMP2 IL1B BCL2A1 REL
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION	5.66697995991949e-05	0.00391910555267373	0.557332238758646	-0.852426988966878	-2.0726708716246	18	GINS2 MCM4 MCM7 MCM3 MCM6 RBX1 MCM2 MCM5 CDC45
KEGG_MAPK_SIGNALING_PATHWAY	6.16001932224022e-05	0.00417815156721947	0.538434096309916	0.577575903760101	1.82436753647357	172	HSPA1B GADD45B NR4A1 HSPA1A DUSP1 JUN FOS IL1R1 DUSP6 MAP3K14 MECOM HSPB1 GADD45A MAP2K7 IL1B JUND ATF4 TAB2 TAOK1 AKT1 FLNB LAMTOR3 RASA1 DUSP3
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	6.44316008821711e-05	0.00428774068512109	0.538434096309916	-0.66132717369252	-2.03860987525423	66	ORC1 MCM4 PSMD9 MCM7 PSMD14 PSMD1 PSMC2 MCM3 PSMA3 MCM6 PSMD11 PSMA2 RBX1 PSMA5 PSMD2 PSMB4 ORC3 MCM2 PSMC4 MCM5 PSMF1 PSMD8 SKP2
WP_BREAST_CANCER_PATHWAY	7.71787931233207e-05	0.00504091858048059	0.538434096309916	0.656565757001142	1.91449577826076	94	GADD45B CDKN1A NOTCH4 ESR2 JUN FOS GADD45A PIK3CD AKT1
WP_NUCLEAR_RECEPTORS	8.38303679765278e-05	0.00537581287005843	0.538434096309916	0.859614235812385	1.97006337380065	21	ESR2 NR4A1 THRA NR4A2 NR1H3 NR2C2
PID_TCR_CALCIUM_PATHWAY	8.61161527502811e-05	0.00542377983482574	0.538434096309916	0.879905724455707	1.9832442695645	19	JUNB FOSL1 PTGS2 JUN FOS
HALLMARK_INFLAMMATORY_RESPONSE	8.98788282015105e-05	0.00556144959766189	0.538434096309916	0.603631868141403	1.83810149776701	129	CDKN1A IRF7 CD69 IL1R1 BTG2 NFKBIA TNFSF10 IL1B IRF1 LY6E BST2 ITGA5 NAMPT SCARF1 IFITM1 RIPK2 LCP2 ATP2C1
Graham_quiescence	0.000104239435930519	0.00625580511989417	0.538434096309916	0.751788456579329	1.97718158608557	47	PTGS2 MAFF NR4A2 CXCL2 TGFB1I1 SOD2 TNFSF10 IL1B CRHBP OPTN GLIPR1 EVI2A PCDH9 NRIP1 ANKRD12 TNFSF4 RBPMS TPBG MLLT3
KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION	0.000104647718194997	0.00625580511989417	0.538434096309916	-0.777848672359722	-2.06625699209445	30	GINS2 MCM4 MCM7 PRIM2 PCNA RPA1 MCM3 RFC4 MCM6 WDHD1 MCM2 RFC3 MCM10 MCM5 CDC45
WP_TOLLLIKE_RECEPTOR_SIGNALING	0.000123614164330504	0.00726645262656144	0.518848077743792	0.695774706497428	1.94171892972273	70	TLR7 IRF7 JUN FOS NFKBIA MAP2K7 IL1B NFKBIB IRF3 TAB2 PIK3CD AKT1
PID_FRA_PATHWAY	0.000133788027490165	0.00773557988455432	0.518848077743792	0.844062513915955	1.9629101992361	23	JUNB FOSL1 JUN MMP2 JUND ATF4 TXLNG USF2 NFATC2
REACTOME_ATTENUATION_PHASE	0.000155590150057805	0.00885107192344966	0.518848077743792	0.842280578316059	1.95876621759286	23	HSPA1B HSPA1A DNAJB1 HSPB1 HSPH1 HSP90AA1 MRPL18
PID_IL6_7_PATHWAY	0.000164568224630743	0.00921320838527982	0.518848077743792	0.762342857716848	1.96474034097947	41	JUNB SOCS3 JUN FOS MCL1 IRF1 AKT1 STAT3 TYK2 JAK1 IL6R GRB2 MAPK14 LMO4 IL6ST
WP_APOPTOSIS	0.00017262557968074	0.00951328780521826	0.518848077743792	0.671545575677498	1.88043808217615	71	IRF7 BIRC3 JUN NFKBIA TNFSF10 MCL1 NFKBIB IRF1 IRF3 AKT1
WP_LET7_INHIBITION_OF_ES_CELL_REPROGRAMMING	0.000175595974018462	0.0095281076978941	0.518848077743792	0.973183565005566	1.73300249887398	5	KLF4 EGR1
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION	0.000181154019444139	0.00968076100877995	0.518848077743792	-0.781624301480026	-2.0352284672885	26	ORC1 GINS2 MCM4 MCM7 MCM3 MCM6 ORC3 MCM2 MCM5 CDC45
REACTOME_S_PHASE	0.000196580816459604	0.0103483662634779	0.518848077743792	-0.505852631623922	-1.78391175872424	157	ORC1 GINS2 DNA2 MCM4 WEE1 PSMD9 MCM7 PSMD14 PRIM2 PSMD1 PCNA PDS5B PSMC2 RPA1 MCM3 PSMA3 RFC4 RBBP4 MCM6 PSMD11 ANAPC7 PSMA2 FEN1 RBX1 PSMA5 PSMD2 CDC27 PSMB4 GMNN ANAPC4 ORC3 CDK7 MCM2 PSMC4 RFC3 MCM5 CDC45 PSMF1 PSMD8 CCNE1 SMC1A ANAPC10 LIG1 SKP2
REACTOME_HSF1_ACTIVATION	0.000199633331284968	0.0103545111682659	0.518848077743792	0.805907190024235	1.91638695337979	26	HSPA1B HSPA1A DNAJB1 HSPB1 HSPH1 HSP90AA1 MRPL18
BIOCARTA_TNFR2_PATHWAY	0.000229229357099379	0.0113872104575987	0.518848077743792	0.880922763247888	1.91504197149941	15	DUSP1 TNFAIP3 NFKBIA MAP3K14
HALLMARK_MYOGENESIS	0.000227434284052237	0.0113872104575987	0.518848077743792	0.620367561503019	1.84058769209643	108	GADD45B CDKN1A ACHE BHLHE40 CLU TSC2 LSP1 TPM2 SORBS3 MYL6B IFRD1 PLXNB2 GABARAPL2 PRNP MYH9 BIN1 TPM3 TNNT3 EIF4A2 DAPK2
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS	0.000224444066566755	0.0113872104575987	0.518848077743792	0.914177680184559	1.87968000446947	11	TLR7 SELP IL1B
KEGG_MEDICUS_REFERENCE_V_D_J_RECOMBINATION	0.0002441882725862	0.0119618338529379	0.49849310876659	-0.884469032063559	-1.93073056884445	11	DNTT RAG1
BIOCARTA_CD40_PATHWAY	0.00025851713945765	0.01241979929109	0.49849310876659	0.895373040147803	1.89730191454358	13	DUSP1 TNFAIP3 NFKBIA MAP3K14
KEGG_DNA_REPLICATION	0.000267622553479682	0.01241979929109	0.49849310876659	-0.735422520619597	-2.02942000029174	36	DNA2 MCM4 MCM7 PRIM2 PCNA RPA1 MCM3 RFC4 MCM6 FEN1 RNASEH1 MCM2 RFC3 MCM5 LIG1
KEGG_MEDICUS_REFERENCE_BREAK_INDUCED_REPLICATION	0.00026564803725235	0.01241979929109	0.49849310876659	-0.920197589095879	-1.87926699257906	8	MCM4 MCM7 MCM3 MCM6 MCM2 MCM5
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	0.000264709600490413	0.01241979929109	0.49849310876659	0.665464042577731	1.8418132368236	66	JUNB CDKN1A SOCS3 PTGS2 FOS MCL1 MMP2 IL1B PIM1 AKT1 STAT3 TYK2 JAK1 HSP90AA1 IL6R VIM
