p_val	avg_log2FC	pct.1	pct.2	p_val_adj
MRPS34	0	1.0817187613984	0.613	0.251	0
POLD2	0	0.960818637163731	0.642	0.282	0
MDH1	0	0.845186656265477	0.728	0.368	0
EIF5B	0	0.937676867909346	0.658	0.299	0
MRPL3	0	0.890927549836813	0.657	0.298	0
DENND10	0	1.74022586872177	0.463	0.104	0
CENPH	0	1.69208972856024	0.471	0.112	0
SNRPA1	0	1.06804328143386	0.57	0.211	0
NPW	0	3.25408916703561	0.424	0.065	0
RNASEH2B	0	0.757101570232638	0.794	0.437	0
FKBP11	0	1.50805047451022	0.518	0.161	0
AP2S1	0	0.847989553512036	0.762	0.405	0
MRPL20	0	0.760410934668706	0.769	0.413	0
GGH	0	2.15110336550957	0.435	0.079	0
SNRNP25	0	1.64870626951709	0.472	0.116	0
NPM3	0	0.804321499975295	0.782	0.427	0
MT2A	0	1.30703641763771	0.529	0.174	0
CD48	0	2.04435718186794	0.425	0.071	0
UNG	0	1.91394786475993	0.453	0.099	0
MRPS12	0	0.99938851418386	0.567	0.213	0
SRP72	0	0.75034531221638	0.803	0.45	0
MGST2	0	0.776708848019784	0.725	0.372	0
MIR181A1HG	0	1.75700909789931	0.456	0.104	0
NUDT1	0	0.893932746460197	0.639	0.287	0
MRPL11	0	0.718944273183235	0.732	0.38	0
NDUFC2	0	0.890620889118643	0.843	0.492	0
PSMA5	0	0.752526772047626	0.725	0.375	0
MTCH2	0	1.20362715194604	0.52	0.17	0
SIVA1	0	0.849315765037058	0.756	0.409	0
PHPT1	0	0.793762278598905	0.726	0.379	0
CLDN10	0	1.54983515891934	0.47	0.123	0
AK2	0	0.795330233440063	0.659	0.313	0
PSMD7	0	0.810406344907914	0.681	0.335	0
MRPS15	0	0.793192707704364	0.647	0.302	0
NUDT5	0	0.896233428767885	0.59	0.245	0
MLEC	0	1.63118590815915	0.503	0.158	0
NDUFA2	0	0.733454765149316	0.765	0.421	0
ALDH1A1	0	-2.75351834337277	0.226	0.57	0
TIMM13	0	0.845645092037872	0.897	0.553	0
UQCRQ	0	1.15904320362394	0.912	0.569	0
GTF3C6	0	0.70648121874139	0.763	0.42	0
UQCRC1	0	0.911857454269768	0.601	0.258	0
SSR3	0	0.736028465949313	0.713	0.37	0
AHCY	0	0.84129477699784	0.623	0.28	0
PHGDH	0	1.06104667918755	0.536	0.194	0
EIF5A	0	1.05594456263619	0.852	0.51	0
HDAC2	0	0.747245793939336	0.686	0.345	0
LAMTOR2	0	0.802847362920595	0.632	0.291	0
DKC1	0	0.79060531031522	0.653	0.312	0
SRM	0	1.71128338433047	0.509	0.168	0
MATK	0	0.94818825704137	0.567	0.226	0
C1QTNF4	0	2.15943074625678	0.524	0.184	0
SNRPG	0	0.952900797511534	0.849	0.511	0
GNL3	0	0.842145248242011	0.609	0.271	0
NOP56	0	0.721652081558423	0.733	0.395	0
MRPL13	0	1.01460895403333	0.538	0.201	0
LCP1	0	0.787509070719527	0.66	0.323	0
RNASEH2C	0	0.783802685904632	0.762	0.426	0
PSMB2	0	0.673407838044847	0.73	0.394	0
HSH2D	0	0.852128879229217	0.589	0.253	0
PSMG1	0	0.884539729230206	0.581	0.245	0
HADH	0	1.0486426233193	0.518	0.183	0
H2AZ2	0	0.908255035040388	0.801	0.466	0
SNRPD3	0	0.721362655684397	0.754	0.419	0
HEMGN	0	-3.45334284021253	0.085	0.42	0
PRDX3	0	0.698467412052887	0.729	0.394	0
PCDH9	0	-4.11197167592055	0.055	0.389	0
POLR2I	0	0.783775557008274	0.67	0.336	0
COPE	0	0.785376525405843	0.839	0.505	0
CTSC	0	0.773492266642272	0.611	0.278	0
MRPS23	0	0.920054658254573	0.536	0.204	0
MPST	0	1.39829205295703	0.474	0.142	0
LAT2	0	0.695485629827486	0.674	0.343	0
NAA20	0	0.691068955484052	0.655	0.324	0
DPM3	0	0.814582206836903	0.599	0.268	0
UROS	0	0.858738113159294	0.564	0.233	0
PSMB5	0	0.663620106878275	0.707	0.376	0
CKLF	0	0.753574441572378	0.643	0.313	0
UCHL3	0	1.09360474932121	0.497	0.167	0
MRPL4	0	0.837451886609591	0.584	0.254	0
RUNX1	0	1.03814001505202	0.551	0.222	0
SOCS2	0	-3.05527240111448	0.185	0.514	0
BID	0	0.996181566180137	0.522	0.193	0
AURKAIP1	0	0.653259859402055	0.706	0.377	0
NME4	0	1.10749111574226	0.611	0.283	0
HSBP1	0	0.69305424420215	0.838	0.51	0
PPM1G	0	1.07034772524894	0.558	0.232	0
FEN1	0	2.68305456276811	0.372	0.046	0
TRAPPC2L	0	1.06390856510319	0.501	0.175	0
COPS3	0	0.79620422062615	0.571	0.245	0
MRPL15	0	0.865685956028721	0.546	0.221	0
NDUFS8	0	0.660966383448046	0.735	0.41	0
SUPT16H	0	1.13298754428713	0.511	0.186	0
ITGB2	0	1.41597341204724	0.453	0.128	0
PSMA3	0	0.694949804738472	0.729	0.404	0
NDUFS3	0	0.631755290804248	0.681	0.357	0
CSF3R	0	0.707755059601089	0.752	0.428	0
MCM6	0	2.40332620122134	0.377	0.053	0
ANAPC11	0	0.647396456858665	0.755	0.431	0
ABRACL	0	0.749684029441987	0.874	0.55	0
ATP1B3	0	0.689972284649586	0.672	0.349	0
HAUS1	0	0.857783801031909	0.545	0.222	0
SCCPDH	0	0.645965973176165	0.711	0.388	0
LSM6	0	0.588513197083442	0.692	0.369	0
RBX1	0	0.797395229728042	0.884	0.561	0
MRPL14	0	0.809153763204295	0.546	0.224	0
APLP2	0	0.792901768022262	0.805	0.483	0
CNPY3	0	0.640048802040451	0.656	0.334	0
MCM4	0	2.88881479315064	0.358	0.036	0
MIF	0	1.08680329716628	0.779	0.457	0
PYCARD	0	0.651799740257407	0.829	0.507	0
GNAS	0	0.69795511254815	0.717	0.395	0
NIT2	0	0.817201250082172	0.544	0.223	0
DNAJC9	0	1.12087177807428	0.498	0.177	0
NDUFB1	0	0.736721570701994	0.751	0.43	0
DDOST	0	0.653689047809037	0.709	0.388	0
CACYBP	0	0.686925715025136	0.712	0.391	0
CANX	0	0.71238560463335	0.723	0.402	0
CENPW	0	1.82987828206905	0.408	0.087	0
MRPL51	0	0.64455469387827	0.829	0.508	0
HMGA1	0	0.945405055910477	0.806	0.486	0
CBX3	0	0.634023041679457	0.718	0.398	0
CALR	0	1.85203999636123	0.961	0.641	0
ATP6V0B	0	0.637824971452024	0.751	0.432	0
CYC1	0	0.903034856584964	0.605	0.286	0
BLOC1S1	0	0.699778726716821	0.608	0.289	0
LYAR	0	1.0882689930406	0.473	0.154	0
PPIB	0	1.21391653426665	0.898	0.58	0
SRSF10	0	0.708749367424962	0.627	0.309	0
TMED9	0	0.697807962983702	0.777	0.459	0
TMIGD2	0	1.80609129886053	0.403	0.085	0
ILF3	0	0.641844577738952	0.661	0.343	0
HIGD2A	0	0.629318538820418	0.865	0.547	0
LSM5	0	0.774259947819694	0.874	0.556	0
MTDH	0	0.83179856054008	0.795	0.478	0
CD38	0	2.01150509909851	0.391	0.074	0
AKR1B1	0	0.660249585522683	0.657	0.34	0
RBBP7	0	0.654369027695586	0.643	0.326	0
NAA10	0	0.738256688846504	0.571	0.254	0
COX7B	0	0.991277915890602	0.914	0.598	0
PDIA6	0	0.916406570354726	0.825	0.509	0
CNPY2	0	0.618639954329119	0.693	0.377	0
HDDC2	0	0.689470853009276	0.583	0.268	0
FKBP3	0	0.598447787860469	0.719	0.404	0
TXNL4A	0	1.28231405441887	0.468	0.154	0
ANP32A	0	0.616695713332259	0.713	0.399	0
PLP2	0	0.777537605177106	0.554	0.241	0
FIBP	0	0.613926829689233	0.64	0.327	0
UBE2I	0	0.549312923344045	0.797	0.485	0
MRPL37	0	0.783648209463783	0.537	0.226	0
MRPL18	0	0.609482708016496	0.63	0.319	0
TMED10	0	0.657236825387727	0.616	0.305	0
LSM3	0	0.6809619594301	0.826	0.515	0
PPA2	0	0.562454951559435	0.677	0.367	0
UBE2N	0	0.584469345011011	0.675	0.365	0
BAZ1A	0	0.761042734297607	0.556	0.246	0
NDUFS7	0	0.557674606683448	0.666	0.356	0
ETFB	0	0.559515387977302	0.685	0.375	0
ZEB2	0	0.778869666033816	0.595	0.285	0
HSD17B10	0	0.643995167945929	0.606	0.296	0
MIS18BP1	0	0.693196298175802	0.598	0.288	0
UQCR10	0	0.762519555825697	0.866	0.556	0
MYCT1	0	-3.34864354297736	0.078	0.387	0
CAPZA1	0	0.689058341616263	0.582	0.273	0
HNRNPU	0	0.779367971753649	0.841	0.532	0
NOLC1	0	1.13532822484002	0.462	0.154	0
PHB1	0	0.66150548057379	0.792	0.484	0
ROMO1	0	0.760487861958461	0.613	0.305	0
MCM2	0	2.4068398953673	0.355	0.048	0
MRPL36	0	0.929423401541693	0.491	0.184	0
AP3S1	0	0.597751387204531	0.619	0.312	0
YEATS4	0	0.967570419352183	0.486	0.179	0
PRPF40A	0	0.531741617938498	0.701	0.394	0
DEK	0	0.804484851511464	0.824	0.517	0
SFPQ	0	0.646477646212786	0.717	0.411	0
CLEC12A	0	5.03590255660423	0.314	0.008	0
LSM4	0	0.600974903161186	0.742	0.436	0
HSP90B1	0	1.14135057665397	0.833	0.527	0
CENPU	0	2.29954052198139	0.366	0.061	0
GUSB	0	1.20893296981774	0.442	0.137	0
TFAM	0	0.85691928254495	0.504	0.199	0
DNAJC15	0	0.621184720506257	0.592	0.287	0
AZU1	0	5.73490753069867	0.331	0.026	0
TPM4	0	0.763526839262244	0.578	0.273	0
COX8A	0	0.739604819559136	0.867	0.563	0
HNRNPF	0	0.614693279358087	0.807	0.503	0
HNRNPR	0	0.56753838828602	0.76	0.456	0
LARS1	0	0.653477361681558	0.603	0.299	0
MRPS18C	0	0.52233684836979	0.651	0.348	0
SRPK1	0	1.17631234351973	0.449	0.146	0
CHCHD1	0	0.773868894537988	0.52	0.217	0
BOLA3	0	1.1644580267364	0.439	0.136	0
COTL1	0	2.14739015987939	0.378	0.075	0
SDHB	0	0.717281370686486	0.549	0.247	0
HMGN5	0	1.00654146588077	0.467	0.165	0
TMEM126A	0	0.661929426693238	0.551	0.249	0
GTF3A	0	0.798818360649679	0.884	0.582	0
SNRPB	0	0.945517548873528	0.908	0.606	0
DAZAP1	0	1.11066924351414	0.459	0.157	0
VKORC1	0	0.59881581440314	0.612	0.31	0
NDUFA3	0	0.744831056008689	0.633	0.331	0
ISOC2	0	0.904730678830813	0.494	0.192	0
TOMM22	0	0.559971106476853	0.836	0.534	0
MRPL47	0	0.721017039981788	0.54	0.239	0
PFDN6	0	0.821646241165068	0.507	0.206	0
STOML2	0	0.58054178468333	0.784	0.483	0
C1QBP	0	1.39791339179146	0.636	0.335	0
U2SURP	0	0.528194388203677	0.693	0.392	0
SEC61B	0	1.03733157502329	0.938	0.637	0
GAR1	0	0.733836916587293	0.54	0.24	0
CYRIB	0	0.75090726439517	0.532	0.232	0
COMMD8	0	1.20971896060096	0.43	0.13	0
PTTG1	0	1.32071762660416	0.42	0.12	0
SMC3	0	0.601038368912701	0.627	0.327	0
RUVBL1	0	0.892294300704139	0.484	0.185	0
SMS	0	0.609340913418247	0.609	0.31	0
CARHSP1	0	1.20950462504497	0.438	0.139	0
SNRPF	0	1.02973469887263	0.944	0.645	0
YBX1	0	1.04631960708591	0.899	0.601	0
GMNN	0	2.26171102585374	0.349	0.051	0
MRPL41	0	0.949614528372197	0.481	0.183	0
POLR2E	0	0.578698885412435	0.616	0.318	0
GADD45GIP1	0	0.717943625227585	0.735	0.437	0
DDT	0	0.581921534212713	0.832	0.534	0
MAD2L1	0	1.37388580641931	0.415	0.118	0
CIB1	0	0.54900685264054	0.608	0.311	0
CEBPA	0	3.56445166244246	0.321	0.024	0
CDCA7L	0	0.710460377903171	0.532	0.236	0
FDPS	0	0.623018026001592	0.594	0.298	0
MAPKAPK3	0	0.624556850159109	0.583	0.287	0
SMC1A	0	1.35368886135261	0.422	0.126	0
MRPS25	0	0.781930497928132	0.501	0.206	0
SPCS3	0	1.17479755103067	0.441	0.146	0
POMP	0	0.73555453799335	0.87	0.575	0
CBX5	0	0.82494294586949	0.49	0.195	0
MRPS6	0	0.571582784093074	0.578	0.283	0
COX5A	0	1.00151174687303	0.939	0.644	0
SEC61G	0	0.896055604773408	0.874	0.58	0
PDHA1	0	0.774470188745414	0.509	0.215	0
PSMD6	0	0.702223206924971	0.528	0.235	0
PA2G4	0	0.887157432990187	0.885	0.592	0
TUFM	0	0.856980309990172	0.907	0.614	0
ACAA2	0	1.07314834462962	0.436	0.143	0
SNRPA	0	0.607344574990843	0.592	0.299	0
PPA1	0	0.852918839479081	0.919	0.627	0
NUTF2	0	0.575555998343129	0.636	0.344	0
MPC1	0	0.925813097158653	0.452	0.161	0
SHMT2	0	0.976206417920165	0.449	0.158	0
TRIM28	0	1.09867955103484	0.436	0.145	0
SDF2L1	0	1.37359458604455	0.45	0.159	0
SMC2	0	1.35318860736047	0.406	0.116	0
MRPS16	0	0.600098958579045	0.554	0.264	0
CCT2	0	0.62498188134098	0.87	0.58	0
NDUFA6	0	0.664358143736024	0.556	0.266	0
HSPA5	0	0.504956506960062	0.706	0.416	0
GYPC	0	1.27216848176987	0.959	0.669	0
PRIM1	0	1.12146391469727	0.423	0.134	0
EXOSC5	0	0.827233647527587	0.474	0.185	0
UBE2V2	0	0.554106203448529	0.56	0.272	0
SATB1	0	1.02037015919832	0.464	0.177	0
NDUFB11	0	0.839511962153668	0.922	0.635	0
PIK3R1	0	0.971444544390588	0.484	0.197	0
MDH2	0	0.626421999648527	0.848	0.561	0
CHID1	0	0.764955352102769	0.501	0.215	0
FAM162A	0	0.505095661620676	0.575	0.289	0
MRTO4	0	1.02276307267665	0.432	0.147	0
DHFR	0	2.66929619709712	0.327	0.042	0
COX17	0	0.670031516551976	0.516	0.232	0
NOP16	0	1.22879576790705	0.402	0.118	0
H4C3	0	0.620753970774313	0.779	0.496	0
CDC123	0	0.597959601469466	0.538	0.255	0
GSTO1	0	0.605003747727701	0.855	0.572	0
BSG	0	0.541318252465975	0.761	0.478	0
MZT2A	0	0.588924047123112	0.733	0.45	0
ODC1	0	1.69955734543465	0.386	0.104	0
HSPE1	0	0.902486130649991	0.9	0.618	0
SMARCC1	0	0.620255947070297	0.547	0.265	0
UBE2J1	0	0.710743723932014	0.51	0.228	0
MAGOHB	0	1.22916608574866	0.397	0.115	0
PTBP1	0	0.800997275869934	0.49	0.208	0
NKG7	0	2.68417310228772	0.321	0.039	0
KCNAB2	0	0.868056938214434	0.455	0.174	0
SET	0	0.692879152758307	0.913	0.633	0
CIAO2A	0	0.546600017693044	0.553	0.273	0
PKM	0	0.837843388450901	0.844	0.564	0
SNRNP70	0	0.617645220252786	0.572	0.292	0
MANF	0	0.790925997976148	0.544	0.265	0
TRMT10C	0	0.59244915375433	0.528	0.249	0
ALG3	0	0.907301632700791	0.438	0.159	0
MALSU1	0	0.746872180392566	0.461	0.182	0
CDT1	0	2.71567049526237	0.318	0.039	0
APPL1	0	0.55285214687806	0.561	0.283	0
ATIC	0	0.630831063645228	0.513	0.235	0
MYB	0	0.739992523516104	0.544	0.266	0
LMAN1	0	0.605472586926467	0.554	0.277	0
CKS1B	0	1.02653083181176	0.47	0.193	0
CD47	0	0.554231230186215	0.57	0.293	0
HDGF	0	1.22367237275477	0.405	0.129	0
OSTC	0	0.699335148544633	0.913	0.637	0
NDUFA1	0	0.588180386904226	0.841	0.565	0
MRPL27	0	0.70487291090991	0.466	0.19	0
ACTR2	0	0.536237276203829	0.566	0.29	0
GPATCH4	0	0.826402636608839	0.451	0.176	0
PDIA3	0	0.633966343266078	0.733	0.458	0
CST7	0	3.86021699485564	0.299	0.024	0
ATG3	0	0.588074273643219	0.512	0.238	0
ACTN1	0	1.56577958073113	0.36	0.086	0
MRPS14	0	0.716765140770845	0.475	0.201	0
MRPS2	0	0.709929598480746	0.476	0.202	0
SRSF9	0	0.982683214512253	0.578	0.304	0
MSH6	0	1.52527423205859	0.36	0.087	0
CTBP1	0	1.14374686781366	0.399	0.126	0
MFSD10	0	0.634611940479855	0.52	0.247	0
PSME2	0	0.705890238129075	0.838	0.565	0
TMPO	0	1.06671280650425	0.41	0.137	0
HENMT1	0	0.639267966090829	0.499	0.227	0
EBP	0	0.595727239549474	0.51	0.238	0
IL2RG	0	1.03676181599138	0.425	0.153	0
COMMD9	0	0.778366820667992	0.447	0.175	0
GLRX3	0	0.584825605946478	0.507	0.235	0
PLIN3	0	0.635550327055257	0.526	0.254	0
CLEC11A	0	1.81934036025771	0.547	0.275	0
CMSS1	0	0.739631229603947	0.468	0.197	0
PARL	0	0.553840670798494	0.509	0.238	0
GCSH	0	1.13640234974001	0.437	0.166	0
CHCHD3	0	0.620908570120908	0.502	0.232	0
GTPBP4	0	0.852926930147316	0.447	0.177	0
ADK	0	1.03686082955393	0.406	0.136	0
ITGAE	0	0.693833294043136	0.476	0.206	0
PLEKHJ1	0	0.719549827088738	0.46	0.19	0
PSMD14	0	0.728574851991193	0.458	0.189	0
ILF2	0	0.513611194434108	0.838	0.57	0
ITGB1BP1	0	0.543848682256051	0.516	0.248	0
CAPG	0	0.633465640276592	0.5	0.232	0
RFC1	0	0.695232809655116	0.482	0.214	0
HMGB2	0	0.830833372513344	0.912	0.644	0
DCUN1D5	0	0.7534895296756	0.448	0.18	0
TM7SF3	0	0.85755124315116	0.481	0.213	0
WDR18	0	0.856212130467927	0.43	0.162	0
FAM136A	0	0.629760207755343	0.482	0.215	0
CHD4	0	0.589928074507001	0.525	0.258	0
CFD	0	3.28674224292829	0.321	0.054	0
DGCR6L	0	0.697202815926468	0.462	0.195	0
PARVG	0	0.7237503966232	0.457	0.19	0
NUCKS1	0	0.575861692430749	0.867	0.601	0
WDR43	0	0.842872811965253	0.444	0.178	0
SRPRB	0	1.12047114556767	0.388	0.122	0
SNF8	0	0.623074497710197	0.493	0.227	0
SF3A3	0	0.575673215687006	0.496	0.231	0
POP7	0	1.01218224344043	0.39	0.125	0
NAALADL1	0	0.724856854504799	0.473	0.208	0
TP53	0	0.778887317744859	0.442	0.177	0
MZT2B	0	0.805698843546842	0.802	0.538	0
CMC1	0	0.775430794505816	0.436	0.172	0
SFXN4	0	0.901267308014326	0.41	0.146	0
COX6A1	0	0.655103510862824	0.863	0.599	0
TFDP1	0	1.72951361698829	0.343	0.079	0
EIF2S1	0	0.838803934823975	0.426	0.162	0
SNRPD1	0	1.00078927467528	0.955	0.691	0
SEC11C	0	0.754870194469237	0.458	0.194	0
FH	0	1.03154317733616	0.391	0.128	0
NDUFA11	0	0.519238128504717	0.833	0.57	0
MTHFD1	0	1.52946752845545	0.346	0.083	0
TOP2B	0	0.79447948202798	0.448	0.186	0
PSMG4	0	0.575236091226637	0.488	0.226	0
PDIA4	0	0.920477888454155	0.421	0.159	0
TMEM258	0	0.816837775251718	0.921	0.66	0
LRRC59	0	0.921670318732854	0.404	0.143	0
MRPL24	0	0.520349938859991	0.484	0.224	0
TIMM17A	0	1.00459997532744	0.392	0.132	0
NHP2	0	0.588308168924813	0.883	0.623	0
RER1	0	0.551178858855992	0.484	0.225	0
GPX7	0	0.977424879173921	0.393	0.134	0
POLR3K	0	0.844719387557361	0.406	0.147	0
TIMM50	0	1.14189700292471	0.373	0.114	0
LARP1	0	0.800740564890417	0.43	0.172	0
FAH	0	0.666526787032833	0.446	0.188	0
PSMA7	0	0.851401109445051	0.935	0.677	0
PET100	0	0.65854505253739	0.492	0.234	0
IMPA2	0	1.4293742622304	0.348	0.091	0
NMRAL1	0	0.588620221112055	0.466	0.21	0
AVP	0	-3.44248909102271	0.135	0.391	0
EMB	0	0.833123503301141	0.433	0.178	0
JARID2	0	0.900778252775247	0.413	0.158	0
NDUFAF4	0	0.802115886331006	0.402	0.147	0
HMGB3	0	0.969596670355061	0.395	0.14	0
ANAPC15	0	0.869798642961365	0.403	0.148	0
AIMP2	0	1.23743102557595	0.356	0.102	0
CYBA	0	1.17009717937301	0.957	0.703	0
IMMT	0	0.648879544775369	0.451	0.198	0
SEC13	0	0.640860109196699	0.438	0.185	0
GMPS	0	0.697561224512774	0.436	0.183	0
DHX15	0	0.886640206351225	0.393	0.14	0
IPO5	0	1.10568011346726	0.372	0.119	0
SMARCA4	0	0.875656929271402	0.403	0.15	0
XPO1	0	0.890474362618179	0.396	0.144	0
YWHAB	0	0.502431603417671	0.882	0.63	0
GNB1	0	0.829508356064697	0.411	0.16	0
DHX9	0	0.796699368820976	0.416	0.165	0
MFSD1	0	0.637692912314157	0.455	0.204	0
ZWINT	0	2.93361553515261	0.276	0.025	0
PSMA4	0	0.661446009982845	0.897	0.646	0
RFC4	0	1.69353752121932	0.314	0.064	0
SSBP1	0	0.633586616052244	0.903	0.653	0
CHEK1	0	2.81326841111252	0.278	0.028	0
TOMM40	0	1.52113308325682	0.35	0.1	0
MAP3K8	0	0.628568780600254	0.494	0.245	0
BRIX1	0	0.538575213393886	0.456	0.208	0
APBB1IP	0	0.751491753609114	0.431	0.183	0
SAMM50	0	0.659208251540783	0.426	0.178	0
DTYMK	0	1.17075286561127	0.349	0.102	0
CCDC34	0	0.825964213309997	0.387	0.14	0
SPI1	0	1.35911693576257	0.369	0.122	0
FAM216A	0	0.679905532077429	0.427	0.18	0
ACAT1	0	0.644696775119853	0.417	0.17	0
AGTRAP	0	1.24966350926881	0.34	0.094	0
NDUFAF2	0	0.627291916079818	0.43	0.184	0
MDK	0	-1.85784411330759	0.39	0.636	0
ANXA2	0	2.07226119159487	0.294	0.048	0
PYGL	0	0.747758678239694	0.409	0.163	0
VMA21	0	0.566289115388885	0.451	0.206	0
MAD2L2	0	0.888168170141707	0.371	0.126	0
H2AZ1	0	1.77217669136499	0.97	0.725	0
UBE2A	0	0.643489903162109	0.425	0.18	0
IDS	0	-1.94471687068027	0.471	0.716	0
CYB5A	0	0.596489226915944	0.417	0.173	0
SLC25A5	0	1.1168890401641	0.971	0.728	0
PTDSS1	0	0.637780021983957	0.43	0.187	0
TCERG1	0	0.620779929426252	0.424	0.182	0
VRK1	0	0.864444208655999	0.381	0.139	0
NDUFA13	0	0.827329896558386	0.539	0.298	0
MRPL17	0	1.1352365817793	0.338	0.097	0
DYNLT2B	0	1.97102240818236	0.289	0.048	0
CAT	0	0.941542507796554	0.91	0.669	0
NUBP2	0	0.553780180829112	0.434	0.193	0
NR4A2	0	-2.90705274027308	0.159	0.399	0
GPI	0	0.708792705646876	0.416	0.176	0
CD33	0	1.47958095837594	0.308	0.068	0
SLBP	0	1.25504150684146	0.364	0.125	0
CD164	0	-2.0904860326025	0.653	0.892	0
STT3B	0	0.778221788814329	0.407	0.168	0
EIF3B	0	1.20952043009357	0.339	0.101	0
COQ4	0	0.728633099064748	0.388	0.15	0
TEX30	0	0.718364488948357	0.398	0.16	0
RCC2	0	0.986150584109506	0.362	0.125	0
EXOSC7	0	0.681473116868193	0.397	0.161	0
RAB27A	0	1.31509026841007	0.323	0.087	0
CTSA	0	0.778539677589393	0.386	0.15	0
DYNLL1	0	0.623616655623791	0.923	0.687	0
