p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FAM107B	6.78448781461576e-250	3.69848698418737	0.111	0.008	9.66111064801284e-246
TYMS	8.61882117054896e-250	2.62176090842349	0.284	0.062	1.22732013468617e-245
ENAM	1.40106813844266e-249	8.43215897180734	0.05	0	1.99512102914235e-245
TTN	3.18708037207404e-246	4.69217336480624	0.078	0.003	4.53840244983343e-242
TALDO1	1.39865248364644e-244	-1.02720436269954	0.739	0.899	1.99168113671253e-240
KIAA0087	1.62240143709203e-243	4.26720754831291	0.125	0.012	2.31029964641905e-239
PRDX1	2.82169766339181e-242	-0.989333694597738	0.787	0.952	4.01809747266994e-238
MDK	7.97174523437285e-240	-2.0798858398046	0.26	0.636	1.13517652137469e-235
TP53I11	1.2916393264886e-239	4.32506988721627	0.09	0.005	1.83929440091977e-235
CDCA7	1.75092854856756e-239	1.97479187355658	0.356	0.096	2.49332225316021e-235
EEF2	7.91549154348426e-235	-0.677816044273748	0.971	0.99	1.12716599579216e-230
NUDT8	1.79831708770722e-234	2.6295900997856	0.228	0.043	2.56080353289508e-230
SOCS2	6.60824926152144e-231	-3.17444859737872	0.117	0.514	9.41014694840653e-227
SERPINB1	4.65238987983726e-228	-0.990161577359527	0.769	0.918	6.62500318888826e-224
FCER1G	3.87586544629946e-226	2.31300402874767	0.255	0.054	5.51923239553044e-222
UGT3A2	3.78460690540044e-225	6.16202816498357	0.051	0.001	5.38928023329023e-221
GNAS	4.62523247106815e-224	1.3963735993073	0.732	0.395	6.58633103880104e-220
MEF2C	7.91394705061675e-224	1.45565174470026	0.691	0.342	1.12694606000783e-219
S100Z	4.23665763700005e-223	2.5945380665468	0.196	0.033	6.03300047508808e-219
HELLS	3.37814037037593e-221	2.2147118721621	0.292	0.071	4.81047188741533e-217
IFITM3	5.67651195613696e-220	-2.22281617941691	0.216	0.588	8.08335302553903e-216
TIFAB	1.52465274901464e-216	7.33183799162487	0.044	0	2.17110551459685e-212
SASH3	1.35676371752144e-215	2.0428845987168	0.297	0.074	1.93203153375053e-211
LRRC26	2.25036349592719e-215	4.11978830049524	0.083	0.005	3.20451761820032e-211
TSC22D3	1.1242994335432e-214	-1.43879524995065	0.753	0.868	1.60100239336552e-210
RNASEH2B	1.31344351517858e-214	1.22090644967787	0.758	0.437	1.87034356561429e-210
SLC43A2	3.8919526814971e-213	2.57087861478202	0.207	0.039	5.54214061845186e-209
SH3KBP1	9.66941187954132e-213	1.85554983328207	0.398	0.128	1.37692425164668e-208
FLT3	1.17532373092761e-212	1.66298142139255	0.458	0.161	1.67366099284092e-208
REEP5	1.42644397416897e-211	2.14075617676723	0.239	0.05	2.03125621921662e-207
IGFBP6	1.55220168852554e-211	2.71596810529719	0.161	0.024	2.21033520446038e-207
PLD4	8.79325267208753e-211	2.05253839453379	0.343	0.098	1.25215918050526e-206
MYCT1	1.07646527285667e-209	-6.28442032501038	0.01	0.387	1.5328865485479e-205
IL2RA	5.30654477482971e-205	4.99499948002006	0.064	0.002	7.5565197593575e-201
NRXN2	2.17786661787834e-204	3.80792082864347	0.084	0.005	3.10128206385876e-200
EIF1	2.70543905307336e-204	-0.481835163787887	0.997	0.999	3.85254521157647e-200
HHIP-AS1	4.7069920564781e-204	4.35281914382437	0.07	0.003	6.70275668842482e-200
AVP	5.58660380272685e-201	-6.36314303421391	0.026	0.391	7.95532381508303e-197
MS4A7	1.52496726995111e-200	3.17816394894876	0.111	0.011	2.17155339241039e-196
CYTL1	1.1506849891092e-199	-1.3964343161754	0.375	0.7	1.6385754244915e-195
CLEC4A	3.1902844247284e-199	5.92516527028812	0.05	0.001	4.54296502081324e-195
CFL1	6.5806646675722e-199	0.720226442356331	0.965	0.92	9.37086648662281e-195
MAP1A	8.85744317680475e-199	1.82483363581212	0.346	0.102	1.261299908377e-194
DENND6B	2.24735833381734e-197	1.83689680876107	0.314	0.086	3.20023826735589e-193
EGFL7	1.22073499006653e-194	-1.223325457252	0.503	0.775	1.73832662585474e-190
CCL25	6.96463689461743e-194	5.27167060286651	0.048	0.001	9.91764293793521e-190
SERPINB8	7.51280846723469e-194	3.21348769122722	0.093	0.008	1.06982392573422e-189
UBE2J1	7.14306874510596e-193	1.43064304104296	0.542	0.228	1.01717298930309e-188
LY9	6.42685651161387e-192	5.02846892225337	0.053	0.001	9.15184367253815e-188
CXXC5	6.44122909965597e-190	1.51828193111825	0.56	0.25	9.1723102379101e-186
ITGB2	6.92527502752785e-190	1.69955253238648	0.387	0.128	9.86159163919966e-186
ZWINT	8.40714687550748e-189	2.501368905092	0.158	0.025	1.19717771507226e-184
MPC1	2.03375480264334e-188	1.59211308566777	0.443	0.161	2.89606683896411e-184
ACP5	4.77181242074352e-188	2.53926973527193	0.158	0.025	6.79506088713878e-184
DBI	9.0493439810571e-188	1.29681732453518	0.728	0.427	1.28862658290253e-183
BTF3	2.5011506699387e-187	-0.433167556886597	0.993	0.999	3.56163855399271e-183
RUNX3	5.85899121490775e-187	2.22531723177314	0.279	0.075	8.34320349002864e-183
CD22	1.16106805508969e-186	3.66553467778065	0.096	0.009	1.65336091044772e-182
HERPUD1	6.5248363512691e-186	1.78909931744865	0.38	0.126	9.2913669642072e-182
LCP1	8.70008429227186e-186	1.28850644379418	0.645	0.323	1.23889200321951e-181
EPB41L4A-AS1	1.62476545693168e-185	-1.19279391528023	0.564	0.786	2.31366601067072e-181
BASP1	5.33956574391116e-185	2.94049335621386	0.171	0.031	7.6035416193295e-181
TRAF3IP3	7.24753772997568e-185	1.49751300993695	0.49	0.193	1.03204937274854e-180
PFDN5	4.36679361358666e-183	-0.52586503160122	0.98	0.995	6.2183141057474e-179
SEC61B	9.82312467323407e-183	0.929619894839274	0.854	0.637	1.39881295346853e-178
DHFR	1.14347829525999e-182	2.29408558818434	0.202	0.042	1.62831309245022e-178
SH3BP1	5.41925251602101e-182	2.28850229619205	0.195	0.039	7.71701558281392e-178
CYGB	9.80412441532284e-182	4.44344062975362	0.068	0.004	1.39610731674197e-177
TTC7A	3.39147683386386e-180	2.82856298229118	0.118	0.015	4.82946301142213e-176
LAMTOR1	5.50015265002479e-178	-1.20174012449788	0.543	0.757	7.8322173736353e-174
ALOX5AP	6.88951903978925e-177	3.88766319150344	0.079	0.006	9.81067511265989e-173
SYPL1	9.28988365721777e-177	-1.23063876253477	0.539	0.754	1.32287943278781e-172
IDS	7.04697523426019e-176	-1.41186239193399	0.454	0.716	1.00348927335865e-171
BEX1	1.14588992402233e-175	-4.04095524392572	0.042	0.379	1.63174725180779e-171
SEPTIN9	1.98514561427349e-175	1.52883394940041	0.414	0.149	2.82684735472545e-171
CARD11	2.61405150839433e-175	3.64077400325716	0.085	0.007	3.72240934795353e-171
TOX2	7.93006804616778e-175	8.62076776172265	0.035	0	1.12924168977429e-170
ZFP36	2.24274746473773e-174	-1.8513871003753	0.409	0.666	3.19367238978653e-170
HADH	4.00572959323316e-173	1.41706972894226	0.47	0.183	5.70415894076402e-169
NPR3	3.18075497636273e-172	-2.50138246313031	0.128	0.463	4.52939508634053e-168
IL17RA	2.50388001127929e-171	2.74952516277735	0.12	0.016	3.56552513606171e-167
HOXB-AS1	6.88961216773471e-171	3.00054694970643	0.102	0.011	9.81080772685422e-167
IDH2	1.47205575757449e-169	1.23579647953962	0.657	0.36	2.09620739878608e-165
PRF1	5.02879136057573e-169	5.48270768685965	0.045	0.001	7.16099889745984e-165
MCM4	1.16554435884478e-167	2.16339170222833	0.181	0.036	1.65973516699496e-163
ZFAS1	3.01082391655355e-167	-0.541857681685394	0.984	0.996	4.28741325717225e-163
GATA2	5.47753169633982e-167	-4.05464347495674	0.031	0.358	7.8000051355879e-163
CAPSL	3.04998740084684e-166	9.10665975866013	0.032	0	4.3431820588059e-162
PABPC1	9.03439950323248e-166	-0.534983127225995	0.962	0.989	1.2864984892603e-161
FAM111B	2.79276714038873e-165	4.45689278115451	0.05	0.002	3.97690040791355e-161
PNOC	1.70558926827341e-164	5.06430996129707	0.05	0.002	2.42875911802133e-160
SH2D3C	7.30854721643604e-164	2.05553214068769	0.195	0.042	1.04073712362049e-159
COBLL1	1.44632933215297e-163	2.59695659601208	0.15	0.026	2.05957296898582e-159
MB	2.97303544300305e-163	9.64702136089244	0.031	0	4.23360247083635e-159
SFMBT2	3.00737973782243e-163	2.97444805236273	0.101	0.012	4.28250874665914e-159
DERL3	2.92164919716136e-160	2.63894546867064	0.13	0.02	4.16042845675778e-156
PAK1	1.04822679624433e-158	1.8230274248095	0.241	0.063	1.49267495785193e-154
TK1	1.39121290141997e-158	3.08853195664014	0.116	0.016	1.98108717162204e-154
IL1B	1.42307806350891e-158	-3.00492280618668	0.096	0.411	2.02646316243669e-154
SLC8A1-AS1	1.36870051976961e-157	5.2412089780743	0.039	0.001	1.94902954015193e-153
PCNA	4.81773026182712e-157	1.84717460623073	0.379	0.143	6.86044789284181e-153
DYNLT2B	4.32908253982381e-156	1.97887441689551	0.205	0.048	6.1646135367091e-152
CD53	4.43028858873555e-156	0.996908469815228	0.779	0.501	6.30873095035942e-152
APBB1IP	8.91686925093785e-156	1.40831172356998	0.45	0.183	1.26976218133355e-151
EREG	5.19476170106056e-153	-3.6532551397889	0.059	0.368	7.39734066231023e-149
SNRNP25	1.14629138420931e-151	1.71000853859889	0.337	0.116	1.63231893111406e-147
CDC45	6.35770276431139e-151	3.1529522193818	0.078	0.007	9.05336873637942e-147
PCBD1	1.71979434619268e-150	-2.39415876628061	0.144	0.442	2.44898714897838e-146
PRKCB	1.67701141126957e-149	1.40059958529048	0.459	0.194	2.38806424964786e-145
IGFBP7	2.39389488788224e-149	1.66433913079333	0.509	0.249	3.40890632034431e-145
KCNK17	3.39455119014851e-149	2.19618839621865	0.197	0.047	4.83384089477148e-145
CLIC3	6.52976074746643e-149	5.08108328251178	0.044	0.001	9.29837930439219e-145
NUP210	6.62152986657506e-149	1.833783268429	0.22	0.056	9.42905853000288e-145
NPM1	1.3919001838013e-148	-0.479780874571114	0.974	0.998	1.98206586173305e-144
CD38	3.26267282679486e-148	1.76228229934845	0.257	0.074	4.64604610535589e-144
TASL	5.10759881063803e-148	1.70120898021049	0.316	0.105	7.27322070634856e-144
DHRS3	2.75440905930102e-147	4.94476655261859	0.042	0.001	3.92227850044465e-143
SERPINF1	2.10069719829857e-146	3.41426978234406	0.077	0.007	2.99139281037717e-142
RUFY3	5.15333613046629e-146	2.27508371465669	0.151	0.029	7.338350649784e-142
LILRB4	5.99030887622466e-146	5.0056088401767	0.041	0.001	8.53019983974392e-142
CCDC141	4.80609407760727e-145	5.11862481567623	0.04	0.001	6.84387796651276e-141
RSL1D1	1.70300728476216e-143	-0.833459407422227	0.708	0.85	2.42508237350131e-139
AKNA	2.88991869993947e-143	1.63188570664929	0.299	0.097	4.1152442287138e-139
GAS7	6.08269707386647e-143	3.60069644095271	0.07	0.006	8.66176063318585e-139
PIK3R1	2.04586225235565e-142	1.41795802329902	0.451	0.197	2.91330784735444e-138
PRAM1	2.44478748482748e-142	1.53236154791515	0.32	0.11	3.48137737839434e-138
TTC3	9.09473132082614e-142	1.06580412602873	0.713	0.423	1.29508974008564e-137
CD69	9.95684820774342e-142	-2.02940356475484	0.308	0.567	1.41785518478266e-137
BEX2	2.75394731226602e-141	-1.38195477820258	0.364	0.617	3.92162097266681e-137
CHEK1	1.45820199195831e-139	2.11830399955333	0.145	0.028	2.07647963654863e-135
STARD4-AS1	3.12837892467093e-139	1.66849804567411	0.253	0.074	4.4548115887314e-135
S100A6	3.69393483313391e-139	-1.16384649573796	0.482	0.704	5.26016320238268e-135
SH2D1A	1.07196930292338e-138	4.13240714197903	0.056	0.004	1.52648428736289e-134
LY96	1.75031225757326e-138	1.79574168214326	0.215	0.057	2.49244465478432e-134
N4BP2	1.29278772981857e-137	1.74321040287774	0.277	0.089	1.84092972726164e-133
MCM6	4.38819489780059e-137	1.76346576499431	0.206	0.053	6.24878953446804e-133
ST13	5.76288931306897e-137	-0.759470398264106	0.771	0.877	8.20635438181021e-133
VAMP5	1.35046748564562e-136	-1.38501237860106	0.389	0.629	1.92306569955937e-132
IKZF1	3.43458582204464e-136	1.32485071912366	0.475	0.218	4.89085021059157e-132
CYRIB	4.01409871549953e-136	1.17760557483144	0.502	0.232	5.71607657087133e-132
FOSB	1.70007164849962e-135	-1.11852947864719	0.489	0.73	2.42090202746347e-131
DNMT1	1.08507416453015e-134	1.4676480944328	0.383	0.153	1.54514561029094e-130
ZAP70	3.18791330802322e-134	3.46349424705899	0.07	0.007	4.53958855062507e-130
RAB13	8.07360843091705e-134	-1.57604895724083	0.303	0.554	1.14968184056259e-129
MMP11	4.34125427214971e-133	3.76051066996846	0.058	0.004	6.18194608354118e-129
HHIP	1.06679108928036e-132	5.411337167003	0.033	0.001	1.51911051113523e-128
LAPTM4A	1.86646032206477e-132	-0.945307821019244	0.63	0.773	2.65783949862023e-128
CDT1	1.01241683176884e-131	2.05990911102341	0.169	0.039	1.44168156843883e-127
PCDH9	1.36730142622537e-130	-2.3285731520546	0.099	0.389	1.94703723094492e-126
COBL	5.1052305153579e-130	7.60884276012617	0.027	0	7.26984825386965e-126
DTX4	5.54195955513386e-130	5.48596524296795	0.031	0	7.89175040651062e-126
PACSIN1	1.67949998407791e-129	6.39189678239759	0.03	0	2.39160797732694e-125
GPR65	4.41451965112386e-129	4.20067705649759	0.043	0.002	6.28627598320037e-125
MND1	5.42628207590885e-129	2.70232558245495	0.09	0.012	7.7270256760942e-125
MCM5	6.56487437333392e-129	1.51177088897354	0.326	0.12	9.3483811076275e-125
LMNB1	1.0185500061782e-128	2.07992560193671	0.15	0.032	1.45041520879775e-124
BLOC1S1	1.44352293719575e-128	1.05561550676475	0.568	0.289	2.05557666256674e-124
GNG2	1.71919990524417e-128	2.34584105908463	0.12	0.021	2.4481406650677e-124
MCM10	1.57467552162428e-127	3.49134632658765	0.051	0.003	2.24233794279297e-123
FAT3	2.16740740218862e-127	7.05377011884755	0.027	0	3.0863881407166e-123
FXYD5	2.75826323093849e-126	-0.56442816648255	0.898	0.966	3.92776684085641e-122
CCR9	5.04772512978829e-126	6.05908771853803	0.029	0	7.18796058481852e-122
TNFRSF4	1.07403636641044e-125	3.06153086047451	0.113	0.02	1.52942778576847e-121
SEMA4D	2.78978841358377e-125	1.85281313216257	0.22	0.064	3.97265870094329e-121
NOTCH1	1.24437176709343e-124	1.93140427208796	0.171	0.041	1.77198539634104e-120
LILRA2	4.95655016914776e-124	2.27748698886545	0.113	0.019	7.05812744086641e-120
CDC6	8.80365627340606e-124	3.12238583158476	0.061	0.005	1.25364065333302e-119
STK17A	1.61052128324947e-123	2.12023505881284	0.184	0.048	2.29338230734725e-119
ORC6	4.6793266503261e-123	2.27350678827173	0.108	0.018	6.66336115006437e-119
ACSM3	1.01955147424846e-122	-4.36984830411681	0.029	0.285	1.45184129932981e-118
PPP1R14B	2.12868768426017e-122	1.67018796679929	0.259	0.085	3.03125126238648e-118
IRF2BP2	4.45818772588977e-122	1.04540714797788	0.67	0.394	6.34845932166704e-118
TMA7	8.67757376248446e-122	0.598161243182506	0.912	0.793	1.23568650377779e-117
SMAD7	9.57418823249066e-122	4.45005070887433	0.037	0.001	1.36336440430667e-117
MAPKAPK2	1.33562597805601e-121	1.84563490211744	0.199	0.055	1.90193139275176e-117
CD37	2.92667713516322e-121	-0.588205675267472	0.85	0.932	4.16758824047243e-117
H1-0	3.86280365930425e-121	-1.82138856397137	0.225	0.492	5.50063241084925e-117
STAP1	4.87372537694136e-120	2.22775684419569	0.128	0.025	6.94018493676449e-116
ARL4A	5.58706224166116e-120	-1.99314500463096	0.22	0.476	7.95597663212549e-116
RAD51AP1	2.12454920436395e-119	2.61145086411204	0.084	0.011	3.02535806701426e-115
SRP14	2.36727060710318e-119	0.481394681157205	0.973	0.948	3.37099334451493e-115
TRH	6.33107503911113e-119	2.65207105574994	0.121	0.023	9.01545085569425e-115
ADD3	1.29328140981538e-118	1.42348611218254	0.308	0.114	1.8416327275771e-114
AREG	2.02073456853222e-118	-1.6785072439883	0.475	0.676	2.87752602558987e-114
FGD6	4.94024256046489e-118	4.18925040936375	0.041	0.002	7.034905406102e-114
CLEC9A	6.91813440294701e-118	-4.89424137140588	0.016	0.263	9.85142338979654e-114
SPECC1	1.73078544197727e-117	1.73751699275301	0.219	0.065	2.46463846937563e-113
MYL6	3.04354304451948e-117	0.534635889932695	0.954	0.895	4.33400529539574e-113
PRSS57	5.49534771217926e-117	-0.915467760598588	0.592	0.763	7.82537514214327e-113
CTBP1	2.00272034632841e-116	1.29608792792233	0.33	0.126	2.85187377317166e-112
MPST	2.4580725436984e-116	1.30161345306349	0.353	0.142	3.50029530222652e-112
NR4A2	3.18774856348203e-116	-2.17944534396894	0.133	0.399	4.53935395439842e-112
CENPK	5.36308847214385e-116	1.79942879399684	0.166	0.041	7.63703798433285e-112
STRBP	2.78178702843863e-115	1.51584668911844	0.255	0.085	3.9612647284966e-111
FEN1	3.06882606943616e-115	1.81973399833727	0.176	0.046	4.37000832287709e-111
MCM3	7.32252148415176e-115	1.38496002489661	0.369	0.157	1.04272705934321e-110
PXMP2	1.42038613383173e-114	1.89483133671381	0.181	0.049	2.02262985457638e-110
HMGN2	2.01459880657164e-114	0.993692169711615	0.827	0.715	2.86878870055801e-110
ARHGAP30	2.41041939131786e-114	1.29812159424138	0.335	0.131	3.43243721323663e-110
HLA-DMB	2.86357692891535e-114	1.20158739573346	0.442	0.202	4.07773354677546e-110
E2F1	4.7542280053444e-114	3.08279458396071	0.061	0.006	6.77002067961042e-110
EZH2	6.74364361873304e-114	1.85107509186686	0.177	0.047	9.60294851307585e-110
ID1	1.38009409177043e-112	-3.33853920171145	0.06	0.311	1.96525398668109e-108
NXT2	3.32712960072491e-112	1.77589320122781	0.157	0.038	4.73783255143228e-108
RAP1GAP2	3.61409022367051e-112	2.26586698731446	0.107	0.019	5.14646447850681e-108
B2M	4.93933707720118e-112	0.347701314151271	0.999	1	7.03361599793448e-108
NCF1	1.1066695402994e-111	2.25595854885646	0.145	0.034	1.57589742538634e-107
NUDT1	2.59337880983711e-111	0.972977401074871	0.553	0.287	3.69297142520805e-107
CD7	9.5795449613346e-111	3.10496831581267	0.131	0.029	1.36412720249405e-106
COMMD6	4.17435365246889e-109	-0.503933686696412	0.951	0.97	5.94427960111569e-105
WDFY2	7.59703932801037e-109	1.44490566102694	0.331	0.133	1.08181840030868e-104
TPM4	3.55364448717881e-108	0.963585103042449	0.53	0.273	5.06038974974263e-104
LEPROT	1.16440690305749e-107	-1.32294102042552	0.303	0.537	1.65811542995387e-103
CSF3R	1.44896913176632e-107	-1.86099111513043	0.182	0.428	2.06333204363524e-103
MEF2D	6.12531622075461e-107	1.8177399464048	0.153	0.038	8.72245029835457e-103
SCAMP4	1.73052651275116e-106	1.98749151069829	0.18	0.051	2.46426975415765e-102
TBCD	1.99903059042031e-106	1.83105594953507	0.155	0.039	2.84661956075852e-102
XIST	4.83471766906613e-106	1.18602358094143	0.463	0.234	6.88463796075017e-102
CKLF	1.42503715200579e-105	0.981799238931595	0.566	0.313	2.02925290445625e-101
SLC39A3	2.15658728053909e-105	-2.01988247521094	0.158	0.398	3.07098028748766e-101
BEND6	4.09380858348696e-104	3.20255040070519	0.055	0.005	5.82958342288544e-100
MYL12A	8.36363509887719e-104	0.688830475646641	0.871	0.727	1.19098163808011e-99
KCNA5	1.80731108376474e-103	5.80165263637746	0.022	0	2.57361098328098e-99
COMMD8	8.51477807756219e-103	1.14117796983579	0.327	0.13	1.21250439824486e-98
MKI67	1.34990289578931e-102	2.71061283313288	0.069	0.009	1.92226172360398e-98
SEPTIN1	3.6799318926854e-102	1.17243864939666	0.338	0.138	5.24022301518402e-98
S100B	6.44946336802059e-102	3.58140634968144	0.05	0.004	9.18403583606133e-98
RGS1	7.7699914947077e-102	1.09813398182583	0.301	0.118	1.10644678884638e-97
